기준_년분기_코드,행정동_코드,행정동_명,편의점_점포수
20234,11110560,평창동,3
20234,11110570,무악동,0
20234,11110580,교남동,5
20234,11110600,가회동,1
20234,11110615,종로1·2·3·4가동,21
20234,11110630,종로5·6가동,6
20234,11110640,이화동,2
20234,11110650,혜화동,6
20234,11110670,창신1동,1
20234,11110680,창신2동,0
20234,11110690,창신3동,0
20234,11110700,숭인1동,4
20234,11110710,숭인2동,2
20234,11140520,소공동,11
20234,11140540,회현동,22
20234,11140550,명동,32
20234,11140570,필동,4
20234,11140580,장충동,2
20234,11140590,광희동,11
20234,11140605,을지로동,5
20234,11140615,신당동,6
20234,11140625,다산동,0
20234,11140635,약수동,5
20234,11140645,청구동,1
20234,11140650,신당5동,1
20234,11140665,동화동,3
20234,11140670,황학동,3
20234,11140680,중림동,1
20234,11170510,후암동,6
20234,11170520,용산2가동,4
20234,11170530,남영동,9
20234,11170555,청파동,4
20234,11170560,원효로1동,9
20234,11170570,원효로2동,3
20234,11170580,효창동,2
20234,11170590,용문동,2
20234,11170625,한강로동,19
20234,11170630,이촌1동,6
20234,11170640,이촌2동,2
20234,11170650,이태원1동,6
20234,11170660,이태원2동,4
20234,11170685,한남동,5
20234,11170690,서빙고동,9
20234,11170700,보광동,1
20234,11200520,왕십리2동,2
20234,11200535,왕십리도선동,10
20234,11200540,마장동,3
20234,11200550,사근동,12
20234,11200560,행당1동,9
20234,11200570,행당2동,2
20234,11200580,응봉동,1
20234,11200590,금호1가동,2
20234,11200615,금호2·3가동,4
20234,11200620,금호4가동,3
20234,11200645,옥수동,3
20234,11200650,성수1가1동,2
20234,11200660,성수1가2동,8
20234,11200670,성수2가1동,3
20234,11200690,성수2가3동,8
20234,11200720,송정동,1
20234,11200790,용답동,5
20234,11215710,화양동,23
20234,11215730,군자동,9
20234,11215740,중곡1동,3
20234,11215750,중곡2동,10
20234,11215760,중곡3동,3
20234,11215770,중곡4동,4
20234,11215780,능동,5
20234,11215810,광장동,3
20234,11215820,자양1동,3
20234,11215830,자양2동,10
20234,11215840,자양3동,6
20234,11215847,자양4동,6
20234,11215850,구의1동,6
20234,11215860,구의2동,5
20234,11215870,구의3동,8
20234,11230536,용신동,15
20234,11230545,제기동,2
20234,11230560,전농1동,11
20234,11230570,전농2동,3
20234,11230600,답십리1동,7
20234,11230610,답십리2동,4
20234,11230650,장안1동,13
20234,11230660,장안2동,9
20234,11230705,청량리동,6
20234,11230710,회기동,5
20234,11230720,휘경1동,9
20234,11230730,휘경2동,2
20234,11230740,이문1동,8
20234,11230750,이문2동,4
20234,11260520,면목2동,5
20234,11260540,면목4동,4
20234,11260550,면목5동,1
20234,11260565,면목본동,5
20234,11260570,면목7동,4
20234,11260575,면목3·8동,5
20234,11260580,상봉1동,13
20234,11260590,상봉2동,7
20234,11260600,중화1동,2
20234,11260610,중화2동,3
20234,11260620,묵1동,4
20234,11260630,묵2동,2
20234,11260655,망우본동,14
20234,11260660,망우3동,1
20234,11260680,신내1동,6
20234,11260690,신내2동,1
20234,11290525,성북동,6
20234,11290555,삼선동,5
20234,11290575,동선동,6
20234,11290580,돈암1동,2
20234,11290590,돈암2동,2
20234,11290600,안암동,8
20234,11290610,보문동,2
20234,11290620,정릉1동,4
20234,11290630,정릉2동,4
20234,11290640,정릉3동,2
20234,11290650,정릉4동,3
20234,11290660,길음1동,4
20234,11290685,길음2동,2
20234,11290705,종암동,0
20234,11290715,월곡1동,3
20234,11290725,월곡2동,5
20234,11290760,장위1동,0
20234,11290770,장위2동,1
20234,11290780,장위3동,1
20234,11290810,석관동,5
20234,11305534,삼양동,1
20234,11305535,미아동,8
20234,11305545,송중동,7
20234,11305555,송천동,6
20234,11305575,삼각산동,2
20234,11305595,번1동,6
20234,11305603,번2동,1
20234,11305608,번3동,3
20234,11305615,수유1동,10
20234,11305625,수유2동,4
20234,11305635,수유3동,8
20234,11305645,우이동,4
20234,11305660,인수동,5
20234,11320511,창1동,2
20234,11320512,창2동,5
20234,11320513,창3동,3
20234,11320514,창4동,6
20234,11320515,창5동,8
20234,11320521,도봉1동,9
20234,11320522,도봉2동,2
20234,11320660,쌍문1동,4
20234,11320670,쌍문2동,2
20234,11320680,쌍문3동,4
20234,11320681,쌍문4동,3
20234,11320690,방학1동,5
20234,11320700,방학2동,6
20234,11320710,방학3동,3
20234,11350560,월계1동,12
20234,11350570,월계2동,3
20234,11350580,월계3동,2
20234,11350595,공릉1동,6
20234,11350600,공릉2동,14
20234,11350611,하계1동,6
20234,11350612,하계2동,1
20234,11350619,중계본동,3
20234,11350621,중계1동,3
20234,11350624,중계4동,4
20234,11350625,중계2·3동,0
20234,11350630,상계1동,3
20234,11350640,상계2동,4
20234,11350665,상계3·4동,5
20234,11350670,상계5동,5
20234,11350695,상계6·7동,8
20234,11350700,상계8동,0
20234,11350710,상계9동,1
20234,11350720,상계10동,1
20234,11380510,녹번동,8
20234,11380520,불광1동,6
20234,11380530,불광2동,1
20234,11380551,갈현1동,7
20234,11380552,갈현2동,5
20234,11380560,구산동,2
20234,11380570,대조동,7
20234,11380580,응암1동,4
20234,11380590,응암2동,4
20234,11380600,응암3동,11
20234,11380625,역촌동,10
20234,11380631,신사1동,3
20234,11380632,신사2동,5
20234,11380640,증산동,5
20234,11380650,수색동,3
20234,11380690,진관동,5
20234,11410520,천연동,3
20234,11410555,북아현동,0
20234,11410565,충현동,7
20234,11410585,신촌동,30
20234,11410615,연희동,11
20234,11410620,홍제1동,2
20234,11410640,홍제3동,3
20234,11410655,홍제2동,4
20234,11410660,홍은1동,3
20234,11410685,홍은2동,7
20234,11410690,남가좌1동,3
20234,11410700,남가좌2동,3
20234,11410710,북가좌1동,2
20234,11410720,북가좌2동,4
20234,11440555,아현동,3
20234,11440565,공덕동,10
20234,11440585,도화동,5
20234,11440590,용강동,7
20234,11440600,대흥동,4
20234,11440610,염리동,6
20234,11440630,신수동,1
20234,11440655,서강동,8
20234,11440660,서교동,36
20234,11440680,합정동,9
20234,11440690,망원1동,10
20234,11440700,망원2동,4
20234,11440710,연남동,10
20234,11440720,성산1동,6
20234,11440730,성산2동,6
20234,11440740,상암동,14
20234,11470510,목1동,11
20234,11470520,목2동,10
20234,11470530,목3동,4
20234,11470540,목4동,9
20234,11470550,목5동,2
20234,11470560,신월1동,4
20234,11470570,신월2동,1
20234,11470580,신월3동,1
20234,11470590,신월4동,3
20234,11470600,신월5동,5
20234,11470610,신월6동,1
20234,11470611,신월7동,4
20234,11470620,신정1동,2
20234,11470630,신정2동,3
20234,11470640,신정3동,5
20234,11470650,신정4동,15
20234,11470670,신정6동,6
20234,11470680,신정7동,2
20234,11500510,염창동,12
20234,11500520,등촌1동,4
20234,11500530,등촌2동,3
20234,11500535,등촌3동,9
20234,11500540,화곡1동,13
20234,11500550,화곡2동,2
20234,11500560,화곡3동,6
20234,11500570,화곡4동,2
20234,11500590,화곡본동,8
20234,11500591,화곡6동,10
20234,11500593,화곡8동,4
20234,11500603,가양1동,18
20234,11500604,가양2동,3
20234,11500605,가양3동,4
20234,11500611,발산1동,6
20234,11500615,우장산동,15
20234,11500620,공항동,13
20234,11500630,방화1동,10
20234,11500640,방화2동,8
20234,11500641,방화3동,6
20234,11530510,신도림동,12
20234,11530520,구로1동,2
20234,11530530,구로2동,9
20234,11530540,구로3동,14
20234,11530550,구로4동,9
20234,11530560,구로5동,8
20234,11530595,가리봉동,5
20234,11530720,고척1동,5
20234,11530730,고척2동,3
20234,11530740,개봉1동,6
20234,11530750,개봉2동,4
20234,11530760,개봉3동,0
20234,11530770,오류1동,7
20234,11530780,오류2동,5
20234,11530790,수궁동,7
20234,11530800,항동,2
20234,11545510,가산동,26
20234,11545610,독산1동,9
20234,11545620,독산2동,4
20234,11545630,독산3동,4
20234,11545640,독산4동,2
20234,11545670,시흥1동,5
20234,11545680,시흥2동,0
20234,11545690,시흥3동,2
20234,11545700,시흥4동,1
20234,11545710,시흥5동,3
20234,11560515,영등포본동,10
20234,11560535,영등포동,16
20234,11560540,여의동,38
20234,11560550,당산1동,11
20234,11560560,당산2동,11
20234,11560585,도림동,5
20234,11560605,문래동,7
20234,11560610,양평1동,9
20234,11560620,양평2동,10
20234,11560630,신길1동,7
20234,11560650,신길3동,4
20234,11560660,신길4동,2
20234,11560670,신길5동,0
20234,11560680,신길6동,7
20234,11560690,신길7동,5
20234,11560700,대림1동,2
20234,11560710,대림2동,9
20234,11560720,대림3동,8
20234,11590510,노량진1동,6
20234,11590520,노량진2동,1
20234,11590530,상도1동,11
20234,11590540,상도2동,6
20234,11590550,상도3동,3
20234,11590560,상도4동,0
20234,11590605,흑석동,9
20234,11590620,사당1동,4
20234,11590630,사당2동,6
20234,11590640,사당3동,1
20234,11590650,사당4동,0
20234,11590651,사당5동,2
20234,11590660,대방동,8
20234,11590670,신대방1동,2
20234,11590680,신대방2동,5
20234,11620525,보라매동,4
20234,11620545,청림동,1
20234,11620565,성현동,3
20234,11620575,행운동,4
20234,11620585,낙성대동,6
20234,11620595,청룡동,7
20234,11620605,은천동,4
20234,11620615,중앙동,5
20234,11620625,인헌동,8
20234,11620630,남현동,5
20234,11620645,서원동,5
20234,11620655,신원동,2
20234,11620665,서림동,7
20234,11620685,신사동,6
20234,11620695,신림동,6
20234,11620715,난향동,0
20234,11620725,조원동,3
20234,11620735,대학동,10
20234,11620745,삼성동,0
20234,11620765,미성동,3
20234,11620775,난곡동,7
20234,11650510,서초1동,6
20234,11650520,서초2동,9
20234,11650530,서초3동,19
20234,11650531,서초4동,13
20234,11650540,잠원동,5
20234,11650550,반포본동,2
20234,11650560,반포1동,3
20234,11650570,반포2동,3
20234,11650580,반포3동,2
20234,11650581,반포4동,10
20234,11650590,방배본동,6
20234,11650600,방배1동,5
20234,11650610,방배2동,8
20234,11650620,방배3동,5
20234,11650621,방배4동,6
20234,11650651,양재1동,15
20234,11650652,양재2동,15
20234,11650660,내곡동,5
20234,11680510,신사동,9
20234,11680521,논현1동,23
20234,11680531,논현2동,18
20234,11680545,압구정동,9
20234,11680565,청담동,16
20234,11680580,삼성1동,19
20234,11680590,삼성2동,16
20234,11680600,대치1동,8
20234,11680610,대치2동,15
20234,11680630,대치4동,25
20234,11680640,역삼1동,51
20234,11680650,역삼2동,18
20234,11680655,도곡1동,9
20234,11680656,도곡2동,9
20234,11680660,개포1동,0
20234,11680670,개포2동,7
20234,11680690,개포4동,6
20234,11680700,세곡동,6
20234,11680720,일원본동,4
20234,11680730,일원1동,2
20234,11680740,일원2동,1
20234,11680750,수서동,7
20234,11710510,풍납1동,3
20234,11710520,풍납2동,5
20234,11710531,거여1동,3
20234,11710532,거여2동,3
20234,11710540,마천1동,7
20234,11710550,마천2동,5
20234,11710561,방이1동,8
20234,11710562,방이2동,13
20234,11710566,오륜동,5
20234,11710570,오금동,8
20234,11710580,송파1동,9
20234,11710590,송파2동,7
20234,11710600,석촌동,11
20234,11710610,삼전동,14
20234,11710620,가락본동,13
20234,11710631,가락1동,1
20234,11710632,가락2동,4
20234,11710641,문정1동,4
20234,11710642,문정2동,20
20234,11710646,장지동,6
20234,11710647,위례동,5
20234,11710650,잠실본동,20
20234,11710670,잠실2동,2
20234,11710680,잠실3동,10
20234,11710690,잠실4동,1
20234,11710710,잠실6동,10
20234,11710720,잠실7동,0
20234,11740515,강일동,12
20234,11740520,상일동,5
20234,11740530,명일1동,4
20234,11740540,명일2동,4
20234,11740550,고덕1동,3
20234,11740560,고덕2동,6
20234,11740570,암사1동,10
20234,11740580,암사2동,3
20234,11740590,암사3동,0
20234,11740600,천호1동,3
20234,11740610,천호2동,15
20234,11740620,천호3동,5
20234,11740640,성내1동,5
20234,11740650,성내2동,2
20234,11740660,성내3동,5
20234,11740685,길동,15
20234,11740690,둔촌1동,1
20234,11740700,둔촌2동,7
20241,11110515,청운효자동,2
20241,11110530,사직동,3
20241,11110540,삼청동,1
20241,11110550,부암동,4
20241,11110560,평창동,3
20241,11110570,무악동,0
20241,11110580,교남동,5
20241,11110600,가회동,1
20241,11110615,종로1·2·3·4가동,21
20241,11110630,종로5·6가동,6
20241,11110640,이화동,2
20241,11110650,혜화동,6
20241,11110670,창신1동,1
20241,11110680,창신2동,0
20241,11110690,창신3동,0
20241,11110700,숭인1동,4
20241,11110710,숭인2동,3
20241,11140520,소공동,11
20241,11140540,회현동,22
20241,11140550,명동,32
20241,11140570,필동,4
20241,11140580,장충동,2
20241,11140590,광희동,11
20241,11140605,을지로동,5
20241,11140615,신당동,6
20241,11140625,다산동,0
20241,11140635,약수동,5
20241,11140645,청구동,1
20241,11140650,신당5동,1
20241,11140665,동화동,3
20241,11140670,황학동,2
20241,11140680,중림동,1
20241,11170510,후암동,6
20241,11170520,용산2가동,4
20241,11170530,남영동,11
20241,11170555,청파동,4
20241,11170560,원효로1동,9
20241,11170570,원효로2동,3
20241,11170580,효창동,2
20241,11170590,용문동,2
20241,11170625,한강로동,17
20241,11170630,이촌1동,6
20241,11170640,이촌2동,2
20241,11170650,이태원1동,6
20241,11170660,이태원2동,4
20241,11170685,한남동,4
20241,11170690,서빙고동,9
20241,11170700,보광동,1
20241,11200520,왕십리2동,2
20241,11200535,왕십리도선동,10
20241,11200540,마장동,3
20241,11200550,사근동,12
20241,11200560,행당1동,9
20241,11200570,행당2동,2
20241,11200580,응봉동,1
20241,11200590,금호1가동,2
20241,11200615,금호2·3가동,4
20241,11200620,금호4가동,3
20241,11200645,옥수동,3
20241,11200650,성수1가1동,1
20241,11200660,성수1가2동,8
20241,11200670,성수2가1동,3
20241,11200690,성수2가3동,8
20241,11200720,송정동,1
20241,11200790,용답동,5
20241,11215710,화양동,22
20241,11215730,군자동,9
20241,11215740,중곡1동,2
20241,11215750,중곡2동,9
20241,11215760,중곡3동,3
20241,11215770,중곡4동,4
20241,11215780,능동,5
20241,11215810,광장동,3
20241,11215820,자양1동,3
20241,11215830,자양2동,10
20241,11215840,자양3동,6
20241,11215847,자양4동,6
20241,11215850,구의1동,6
20241,11215860,구의2동,5
20241,11215870,구의3동,8
20241,11230536,용신동,19
20241,11230545,제기동,2
20241,11230560,전농1동,10
20241,11230570,전농2동,3
20241,11230600,답십리1동,7
20241,11230610,답십리2동,5
20241,11230650,장안1동,12
20241,11230660,장안2동,9
20241,11230705,청량리동,6
20241,11230710,회기동,6
20241,11230720,휘경1동,10
20241,11230730,휘경2동,2
20241,11230740,이문1동,8
20241,11230750,이문2동,4
20241,11260520,면목2동,5
20241,11260540,면목4동,4
20241,11260550,면목5동,1
20241,11260565,면목본동,4
20241,11260570,면목7동,6
20241,11260575,면목3·8동,5
20241,11260580,상봉1동,13
20241,11260590,상봉2동,7
20241,11260600,중화1동,2
20241,11260610,중화2동,3
20241,11260620,묵1동,4
20241,11260630,묵2동,1
20241,11260655,망우본동,13
20241,11260660,망우3동,1
20241,11260680,신내1동,6
20241,11260690,신내2동,1
20241,11290525,성북동,6
20241,11290555,삼선동,5
20241,11290575,동선동,6
20241,11290580,돈암1동,2
20241,11290590,돈암2동,2
20241,11290600,안암동,8
20241,11290610,보문동,2
20241,11290620,정릉1동,5
20241,11290630,정릉2동,4
20241,11290640,정릉3동,2
20241,11290650,정릉4동,3
20241,11290660,길음1동,3
20241,11290685,길음2동,2
20241,11290705,종암동,0
20241,11290715,월곡1동,3
20241,11290725,월곡2동,6
20241,11290760,장위1동,0
20241,11290770,장위2동,1
20241,11290780,장위3동,1
20241,11290810,석관동,5
20241,11305534,삼양동,1
20241,11305535,미아동,8
20241,11305545,송중동,7
20241,11305555,송천동,6
20241,11305575,삼각산동,2
20241,11305595,번1동,6
20241,11305603,번2동,2
20241,11305608,번3동,3
20241,11305615,수유1동,10
20241,11305625,수유2동,4
20241,11305635,수유3동,7
20241,11305645,우이동,5
20241,11305660,인수동,5
20241,11320511,창1동,2
20241,11320512,창2동,5
20241,11320513,창3동,3
20241,11320514,창4동,6
20241,11320515,창5동,10
20241,11320521,도봉1동,9
20241,11320522,도봉2동,2
20241,11320660,쌍문1동,6
20241,11320670,쌍문2동,2
20241,11320680,쌍문3동,4
20241,11320681,쌍문4동,3
20241,11320690,방학1동,4
20241,11320700,방학2동,5
20241,11320710,방학3동,3
20241,11350560,월계1동,12
20241,11350570,월계2동,3
20241,11350580,월계3동,3
20241,11350595,공릉1동,6
20241,11350600,공릉2동,15
20241,11350611,하계1동,6
20241,11350612,하계2동,1
20241,11350619,중계본동,3
20241,11350621,중계1동,3
20241,11350624,중계4동,4
20241,11350625,중계2·3동,0
20241,11350630,상계1동,3
20241,11350640,상계2동,4
20241,11350665,상계3·4동,5
20241,11350670,상계5동,5
20241,11350695,상계6·7동,7
20241,11350700,상계8동,0
20241,11350710,상계9동,1
20241,11350720,상계10동,1
20241,11380510,녹번동,10
20241,11380520,불광1동,7
20241,11380530,불광2동,1
20241,11380551,갈현1동,6
20241,11380552,갈현2동,5
20241,11380560,구산동,2
20241,11380570,대조동,7
20241,11380580,응암1동,4
20241,11380590,응암2동,4
20241,11380600,응암3동,11
20241,11380625,역촌동,10
20241,11380631,신사1동,3
20241,11380632,신사2동,5
20241,11380640,증산동,5
20241,11380650,수색동,3
20241,11380690,진관동,6
20241,11410520,천연동,3
20241,11410555,북아현동,0
20241,11410565,충현동,7
20241,11410585,신촌동,22
20241,11410615,연희동,13
20241,11410620,홍제1동,2
20241,11410640,홍제3동,3
20241,11410655,홍제2동,4
20241,11410660,홍은1동,3
20241,11410685,홍은2동,7
20241,11410690,남가좌1동,3
20241,11410700,남가좌2동,4
20241,11410710,북가좌1동,2
20241,11410720,북가좌2동,4
20241,11440555,아현동,3
20241,11440565,공덕동,9
20241,11440585,도화동,5
20241,11440590,용강동,7
20241,11440600,대흥동,4
20241,11440610,염리동,7
20241,11440630,신수동,1
20241,11440655,서강동,11
20241,11440660,서교동,38
20241,11440680,합정동,8
20241,11440690,망원1동,11
20241,11440700,망원2동,4
20241,11440710,연남동,11
20241,11440720,성산1동,6
20241,11440730,성산2동,6
20241,11440740,상암동,16
20241,11470510,목1동,11
20241,11470520,목2동,8
20241,11470530,목3동,3
20241,11470540,목4동,9
20241,11470550,목5동,2
20241,11470560,신월1동,4
20241,11470570,신월2동,1
20241,11470580,신월3동,1
20241,11470590,신월4동,3
20241,11470600,신월5동,5
20241,11470610,신월6동,1
20241,11470611,신월7동,4
20241,11470620,신정1동,3
20241,11470630,신정2동,5
20241,11470640,신정3동,5
20241,11470650,신정4동,15
20241,11470670,신정6동,8
20241,11470680,신정7동,2
20241,11500510,염창동,10
20241,11500520,등촌1동,4
20241,11500530,등촌2동,3
20241,11500535,등촌3동,9
20241,11500540,화곡1동,13
20241,11500550,화곡2동,2
20241,11500560,화곡3동,6
20241,11500570,화곡4동,1
20241,11500590,화곡본동,10
20241,11500591,화곡6동,10
20241,11500593,화곡8동,6
20241,11500603,가양1동,19
20241,11500604,가양2동,2
20241,11500605,가양3동,4
20241,11500611,발산1동,6
20241,11500615,우장산동,14
20241,11500620,공항동,13
20241,11500630,방화1동,10
20241,11500640,방화2동,8
20241,11500641,방화3동,5
20241,11530510,신도림동,13
20241,11530520,구로1동,2
20241,11530530,구로2동,10
20241,11530540,구로3동,14
20241,11530550,구로4동,9
20241,11530560,구로5동,9
20241,11530595,가리봉동,7
20241,11530720,고척1동,5
20241,11530730,고척2동,2
20241,11530740,개봉1동,6
20241,11530750,개봉2동,4
20241,11530760,개봉3동,0
20241,11530770,오류1동,8
20241,11530780,오류2동,5
20241,11530790,수궁동,7
20241,11530800,항동,2
20241,11545510,가산동,29
20241,11545610,독산1동,9
20241,11545620,독산2동,4
20241,11545630,독산3동,4
20241,11545640,독산4동,2
20241,11545670,시흥1동,7
20241,11545680,시흥2동,0
20241,11545690,시흥3동,2
20241,11545700,시흥4동,1
20241,11545710,시흥5동,3
20241,11560515,영등포본동,11
20241,11560535,영등포동,15
20241,11560540,여의동,38
20241,11560550,당산1동,10
20241,11560560,당산2동,11
20241,11560585,도림동,5
20241,11560605,문래동,9
20241,11560610,양평1동,9
20241,11560620,양평2동,10
20241,11560630,신길1동,7
20241,11560650,신길3동,4
20241,11560660,신길4동,4
20241,11560670,신길5동,0
20241,11560680,신길6동,7
20241,11560690,신길7동,5
20241,11560700,대림1동,2
20241,11560710,대림2동,9
20241,11560720,대림3동,9
20241,11590510,노량진1동,6
20241,11590520,노량진2동,1
20241,11590530,상도1동,11
20241,11590540,상도2동,6
20241,11590550,상도3동,3
20241,11590560,상도4동,0
20241,11590605,흑석동,9
20241,11590620,사당1동,4
20241,11590630,사당2동,6
20241,11590640,사당3동,1
20241,11590650,사당4동,0
20241,11590651,사당5동,2
20241,11590660,대방동,8
20241,11590670,신대방1동,2
20241,11590680,신대방2동,5
20241,11620525,보라매동,5
20241,11620545,청림동,1
20241,11620565,성현동,3
20241,11620575,행운동,4
20241,11620585,낙성대동,6
20241,11620595,청룡동,7
20241,11620605,은천동,4
20241,11620615,중앙동,5
20241,11620625,인헌동,6
20241,11620630,남현동,5
20241,11620645,서원동,5
20241,11620655,신원동,2
20241,11620665,서림동,6
20241,11620685,신사동,6
20241,11620695,신림동,6
20241,11620715,난향동,3
20241,11620725,조원동,3
20241,11620735,대학동,9
20241,11620745,삼성동,0
20241,11620765,미성동,3
20241,11620775,난곡동,7
20241,11650510,서초1동,6
20241,11650520,서초2동,8
20241,11650530,서초3동,21
20241,11650531,서초4동,13
20241,11650540,잠원동,5
20241,11650550,반포본동,2
20241,11650560,반포1동,3
20241,11650570,반포2동,3
20241,11650580,반포3동,2
20241,11650581,반포4동,10
20241,11650590,방배본동,6
20241,11650600,방배1동,5
20241,11650610,방배2동,8
20241,11650620,방배3동,5
20241,11650621,방배4동,6
20241,11650651,양재1동,12
20241,11650652,양재2동,15
20241,11650660,내곡동,5
20241,11680510,신사동,8
20241,11680521,논현1동,23
20241,11680531,논현2동,17
20241,11680545,압구정동,8
20241,11680565,청담동,16
20241,11680580,삼성1동,18
20241,11680590,삼성2동,16
20241,11680600,대치1동,8
20241,11680610,대치2동,15
20241,11680630,대치4동,24
20241,11680640,역삼1동,49
20241,11680650,역삼2동,17
20241,11680655,도곡1동,8
20241,11680656,도곡2동,9
20241,11680660,개포1동,0
20241,11680670,개포2동,7
20241,11680690,개포4동,7
20241,11680700,세곡동,6
20241,11680720,일원본동,4
20241,11680730,일원1동,2
20241,11680740,일원2동,1
20241,11680750,수서동,6
20241,11710510,풍납1동,3
20241,11710520,풍납2동,7
20241,11710531,거여1동,3
20241,11710532,거여2동,3
20241,11710540,마천1동,7
20241,11710550,마천2동,5
20241,11710561,방이1동,7
20241,11710562,방이2동,13
20241,11710566,오륜동,5
20241,11710570,오금동,8
20241,11710580,송파1동,11
20241,11710590,송파2동,6
20241,11710600,석촌동,11
20241,11710610,삼전동,14
20241,11710620,가락본동,13
20241,11710631,가락1동,1
20241,11710632,가락2동,4
20241,11710641,문정1동,4
20241,11710642,문정2동,20
20241,11710646,장지동,5
20241,11710647,위례동,5
20241,11710650,잠실본동,20
20241,11710670,잠실2동,2
20241,11710680,잠실3동,10
20241,11710690,잠실4동,1
20241,11710710,잠실6동,10
20241,11710720,잠실7동,0
20241,11740515,강일동,14
20241,11740520,상일동,5
20241,11740530,명일1동,4
20241,11740540,명일2동,5
20241,11740550,고덕1동,3
20241,11740560,고덕2동,6
20241,11740570,암사1동,10
20241,11740580,암사2동,3
20241,11740590,암사3동,0
20241,11740600,천호1동,5
20241,11740610,천호2동,18
20241,11740620,천호3동,5
20241,11740640,성내1동,4
20241,11740650,성내2동,2
20241,11740660,성내3동,5
20241,11740685,길동,15
20241,11740690,둔촌1동,1
20241,11740700,둔촌2동,7
20242,11110515,청운효자동,2
20242,11110530,사직동,3
20242,11110540,삼청동,1
20242,11110550,부암동,4
20242,11110560,평창동,3
20242,11110570,무악동,0
20242,11110580,교남동,5
20242,11110600,가회동,1
20242,11110615,종로1·2·3·4가동,23
20242,11110630,종로5·6가동,4
20242,11110640,이화동,2
20242,11110650,혜화동,6
20242,11110670,창신1동,0
20242,11110680,창신2동,0
20242,11110690,창신3동,0
20242,11110700,숭인1동,4
20242,11110710,숭인2동,3
20242,11140520,소공동,11
20242,11140540,회현동,22
20242,11140550,명동,28
20242,11140570,필동,4
20242,11140580,장충동,2
20242,11140590,광희동,10
20242,11140605,을지로동,5
20242,11140615,신당동,6
20242,11140625,다산동,0
20242,11140635,약수동,4
20242,11140645,청구동,1
20242,11140650,신당5동,1
20242,11140665,동화동,3
20242,11140670,황학동,2
20242,11140680,중림동,1
20242,11170510,후암동,6
20242,11170520,용산2가동,4
20242,11170530,남영동,11
20242,11170555,청파동,4
20242,11170560,원효로1동,9
20242,11170570,원효로2동,3
20242,11170580,효창동,2
20242,11170590,용문동,2
20242,11170625,한강로동,16
20242,11170630,이촌1동,6
20242,11170640,이촌2동,2
20242,11170650,이태원1동,6
20242,11170660,이태원2동,4
20242,11170685,한남동,4
20242,11170690,서빙고동,9
20242,11170700,보광동,1
20242,11200520,왕십리2동,1
20242,11200535,왕십리도선동,9
20242,11200540,마장동,3
20242,11200550,사근동,12
20242,11200560,행당1동,9
20242,11200570,행당2동,2
20242,11200580,응봉동,1
20242,11200590,금호1가동,2
20242,11200615,금호2·3가동,6
20242,11200620,금호4가동,3
20242,11200645,옥수동,2
20242,11200650,성수1가1동,1
20242,11200660,성수1가2동,8
20242,11200670,성수2가1동,3
20242,11200690,성수2가3동,8
20242,11200720,송정동,1
20242,11200790,용답동,7
20242,11215710,화양동,20
20242,11215730,군자동,9
20242,11215740,중곡1동,4
20242,11215750,중곡2동,7
20242,11215760,중곡3동,2
20242,11215770,중곡4동,4
20242,11215780,능동,5
20242,11215810,광장동,3
20242,11215820,자양1동,3
20242,11215830,자양2동,10
20242,11215840,자양3동,5
20242,11215847,자양4동,6
20242,11215850,구의1동,6
20242,11215860,구의2동,5
20242,11215870,구의3동,9
20242,11230536,용신동,19
20242,11230545,제기동,2
20242,11230560,전농1동,10
20242,11230570,전농2동,5
20242,11230600,답십리1동,7
20242,11230610,답십리2동,5
20242,11230650,장안1동,12
20242,11230660,장안2동,9
20242,11230705,청량리동,6
20242,11230710,회기동,6
20242,11230720,휘경1동,8
20242,11230730,휘경2동,2
20242,11230740,이문1동,8
20242,11230750,이문2동,4
20242,11260520,면목2동,7
20242,11260540,면목4동,4
20242,11260550,면목5동,1
20242,11260565,면목본동,6
20242,11260570,면목7동,6
20242,11260575,면목3·8동,4
20242,11260580,상봉1동,12
20242,11260590,상봉2동,8
20242,11260600,중화1동,4
20242,11260610,중화2동,2
20242,11260620,묵1동,6
20242,11260630,묵2동,1
20242,11260655,망우본동,13
20242,11260660,망우3동,1
20242,11260680,신내1동,6
20242,11260690,신내2동,1
20242,11290525,성북동,6
20242,11290555,삼선동,4
20242,11290575,동선동,6
20242,11290580,돈암1동,2
20242,11290590,돈암2동,2
20242,11290600,안암동,8
20242,11290610,보문동,2
20242,11290620,정릉1동,5
20242,11290630,정릉2동,3
20242,11290640,정릉3동,2
20242,11290650,정릉4동,3
20242,11290660,길음1동,3
20242,11290685,길음2동,2
20242,11290705,종암동,0
20242,11290715,월곡1동,3
20242,11290725,월곡2동,5
20242,11290760,장위1동,0
20242,11290770,장위2동,1
20242,11290780,장위3동,1
20242,11290810,석관동,5
20242,11305534,삼양동,1
20242,11305535,미아동,8
20242,11305545,송중동,6
20242,11305555,송천동,7
20242,11305575,삼각산동,1
20242,11305595,번1동,5
20242,11305603,번2동,2
20242,11305608,번3동,3
20242,11305615,수유1동,10
20242,11305625,수유2동,4
20242,11305635,수유3동,6
20242,11305645,우이동,7
20242,11305660,인수동,5
20242,11320511,창1동,2
20242,11320512,창2동,5
20242,11320513,창3동,3
20242,11320514,창4동,6
20242,11320515,창5동,10
